domain_i,domain_j,Q1_weighted_H_ij,v8_full_Loss_H_ij,v8_transfer_direction_curvature,forward_epsilon_max,reverse_epsilon_max,interaction_label,ambient_cross_partial_warning
arxiv,freelaw,-0.3097146780260323,-0.8225212590566089,2.8162235560010167,0.09682483215202774,0.11302252583269265,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,nih_exporter,0.0,0.027813053753918373,1.1330638066247358,0.005889680217095942,0.03997091767627008,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,pubmed_central,-0.28865108571060827,-0.7570831464216645,2.6735468091200074,0.11375419105058358,0.11302252583269265,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,wikipedia_en,0.0,0.22914322240122292,0.12406382894472545,0.07507775607983624,0.1130225258326927,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,dm_mathematics,0.0,0.045886871240580905,1.151823564125102,0.02546285409705039,0.113022525832693,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,github,-0.7216467818394057,-1.675220706131466,3.7361296185615114,0.11070066007050916,0.1130225258326927,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,philpapers,0.0,0.09899508922968533,1.3627755379203106,0.005487697351193028,0.04011464338182628,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,stackexchange,0.0,0.40167388116481906,0.0695352312143852,0.09943242344413002,0.1130225258326927,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,enron_emails,0.0,0.10158103970834666,1.3789839141139726,0.0022110330434062255,0.01929640195860796,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
arxiv,gutenberg_pg_19,0.0,1.2158891398989589,0.001176909738605847,0.04691494424753537,0.1130225258326927,model_based_not_causal_complementarity,individual ambient coordinates leave simplex; use transfer curvature for feasible direction
