type,resource_gate,horizon_months,compute_scenario,model,point,observed_two_month_max_abs_error,fixed_bias_stress_lower,fixed_bias_stress_upper,assumption
non_pretrained,primary,12,historical,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,historical,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,historical,quantile_resource,58.4320128553445,6.164798532228794,52.26721432311571,64.5968113875733,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,historical,mean_resource,58.00986927666208,6.164798532228794,51.845070744433286,64.17466780889087,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,half,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,half,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,half,quantile_resource,53.82775508938272,6.164798532228794,47.662956557153926,59.99255362161151,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,half,mean_resource,53.52522853819947,6.164798532228794,47.36043000597068,59.690027070428265,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,quarter,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,quarter,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,quarter,quantile_resource,51.4957727551587,6.164798532228794,45.3309742229299,57.66057128738749,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,quarter,mean_resource,51.25663426536482,6.164798532228794,45.09183573313603,57.42143279759362,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,stopped,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,stopped,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,stopped,quantile_resource,49.15725897050742,6.164798532228794,42.99246043827863,55.322057502736214,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,12,stopped,mean_resource,48.98285104615351,6.164798532228794,42.81805251392472,55.14764957838231,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,historical,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,historical,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,historical,quantile_resource,74.42235226126796,6.164798532228794,68.25755372903916,80.58715079349676,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,historical,mean_resource,73.75604815594893,6.164798532228794,67.59124962372013,79.92084668817773,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,half,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,half,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,half,quantile_resource,66.68097418169143,6.164798532228794,60.51617564946263,72.84577271392021,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,half,mean_resource,66.13816343389887,6.164798532228794,59.973364901670074,72.30296196612767,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,quarter,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,quarter,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,quarter,quantile_resource,62.40250244466455,6.164798532228794,56.237703912435755,68.56730097689334,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,quarter,mean_resource,61.95225676117693,6.164798532228794,55.78745822894814,68.11705529340573,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,stopped,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,stopped,frontier_trend,76.68264959809902,6.164798532228794,70.51785106587022,82.84744813032782,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,stopped,quantile_resource,57.92132832293761,6.164798532228794,51.75652979070882,64.08612685516641,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,primary,24,stopped,mean_resource,57.580778385976714,6.164798532228794,51.41597985374792,63.74557691820551,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,historical,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,historical,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,historical,quantile_resource,57.24537478546189,6.164798532228794,51.0805762532331,63.410173317690685,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,historical,mean_resource,56.85318631143929,6.164798532228794,50.688387779210494,63.01798484366808,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,half,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,half,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,half,quantile_resource,53.2224849564058,6.164798532228794,47.05768642417701,59.387283488634594,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,half,mean_resource,52.93626911753846,6.164798532228794,46.771470585309665,59.10106764976725,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,quarter,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,quarter,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,quarter,quantile_resource,51.19184272810448,6.164798532228794,45.02704419587569,57.35664126033328,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,quarter,mean_resource,50.961062730524624,6.164798532228794,44.79626419829583,57.12586126275342,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,stopped,constant,40.444684000406866,6.164798532228794,34.27988546817807,46.60948253263566,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,stopped,frontier_trend,59.910893088665695,6.164798532228794,53.7460945564369,66.07569162089449,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,stopped,quantile_resource,49.15725897050742,6.164798532228794,42.99246043827863,55.322057502736214,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
non_pretrained,wide_ratio,12,stopped,mean_resource,48.98285104615351,6.164798532228794,42.81805251392472,55.14764957838231,"future score bias bounded by historical candidate maximum error; unverified long-horizon assumption, not PI"
